A	B	C	D	E	F	G	H	I	J
95.088	-27.00353	-24.06433	-21.02472	-18.05744	-15.12194	-11.46291	-7.91857	-5.94102	-2.44449
95.136	-26.97986	-24.06744	-20.99701	-18.03867	-15.0732	-11.33591	-7.9574	-6.03499	-2.36085
95.184	-27.00038	-24.03505	-21.0009	-18.10257	-15.09465	-11.22391	-7.94378	-6.1525	-2.19988
95.232	-27.00159	-24.00335	-21.00025	-18.08895	-15.04989	-11.07045	-7.94563	-5.91725	-2.01477
95.28	-27.01414	-24.00335	-21.03908	-18.13713	-15.09938	-10.92792	-8.01231	-5.76879	-2.13603
95.328	-26.95724	-23.99793	-21.01642	-18.12231	-15.15623	-11.10205	-8.19515	-5.5898	-2.36748
95.376	-26.9729	-24.03028	-21.02717	-18.11545	-15.18139	-10.9509	-8.41335	-5.55217	-2.21828
95.424	-26.97341	-24.06359	-21.01638	-18.06471	-15.2173	-10.98811	-8.66704	-5.60564	-2.1907
95.472	-26.93681	-24.06563	-21.02328	-18.07755	-15.22073	-11.09973	-8.77366	-5.47479	-2.27147
95.52	-26.92444	-24.09663	-20.9832	-18.04428	-15.16175	-11.17966	-8.85442	-5.43318	-2.35297
95.568	-26.96739	-24.07842	-21.05405	-18.10563	-15.14474	-11.17832	-8.90571	-5.21693	-2.31929
95.616	-26.95798	-24.0723	-21.03227	-18.14668	-15.1098	-11.32757	-8.849	-4.97793	-2.42952
95.664	-26.9432	-24.04765	-21.02782	-17.99414	-15.09016	-11.41111	-8.90812	-4.87664	-2.36775
95.712	-26.96809	-24.11076	-21.01582	-18.07894	-15.1231	-11.61763	-8.96567	-4.8872	-2.34593
95.76	-26.97925	-24.10428	-21.04515	-18.06087	-15.13079	-11.82489	-8.93273	-4.89286	-2.49212
95.808	-26.97151	-24.08912	-21.03561	-18.04761	-15.11332	-12.00917	-8.86503	-4.9701	-2.82347
95.856	-26.9477	-24.05729	-21.00349	-18.02834	-15.17185	-12.0271	-8.8048	-4.91802	-2.81976
95.904	-26.93092	-24.07976	-21.01633	-17.9542	-15.17018	-12.03132	-8.74303	-5.00198	-2.92643
95.952	-26.93528	-24.08347	-21.00183	-18.01203	-15.20326	-12.04184	-8.70791	-4.93391	-2.91118
96	-26.87982	-24.06535	-21.05006	-18.04683	-15.20766	-12.09137	-8.72644	-4.92071	-2.96614
96.048	-26.85391	-24.0881	-21.06419	-18.05535	-15.24816	-12.15295	-8.64452	-5.00332	-3.01011
96.096	-26.90956	-24.07203	-21.02555	-18.02875	-15.24084	-12.13669	-8.59962	-5.14405	-3.01405
96.144	-26.87796	-24.06341	-21.04005	-18.08533	-15.2363	-12.22129	-8.27967	-5.25029	-2.97253
96.192	-26.8718	-24.07193	-21.02421	-18.02727	-15.25215	-12.17732	-7.9233	-5.59239	-3.07271
96.24	-26.90993	-24.05456	-21.04594	-18.01425	-15.29241	-12.1485	-8.02343	-5.8502	-3.08661
96.288	-26.94812	-24.02666	-21.07397	-18.02973	-15.26081	-12.19813	-8.23699	-6.08253	-3.01131
96.336	-26.96387	-24.06952	-21.07119	-18.02282	-15.23602	-12.19192	-8.26781	-6.13322	-3.01326
96.384	-26.9863	-24.08945	-21.00711	-18.01875	-15.19311	-12.12153	-8.41224	-6.014	-2.7491
96.432	-26.99348	-24.07462	-20.99543	-17.9883	-15.22629	-12.18626	-8.42711	-6.00983	-2.63729
96.48	-26.87708	-24.06906	-21.05057	-18.02139	-15.2078	-12.19854	-8.52094	-6.07554	-2.6207
96.528	-26.89965	-24.03046	-21.03264	-18.00197	-15.12537	-12.13335	-8.41937	-6.03749	-2.72422
96.576	-26.94872	-24.02184	-21.05182	-18.00156	-15.1927	-12.18075	-8.55852	-6.09449	-2.58044
96.624	-27.00631	-23.96008	-21.08208	-17.9517	-15.15239	-12.14062	-8.54355	-5.99913	-2.3609
96.672	-27.00705	-23.97074	-21.07165	-18.00934	-15.1174	-12.14994	-8.6397	-5.94186	-2.16378
96.72	-26.97763	-24.00141	-21.07119	-18.00401	-15.0574	-12.16731	-8.91188	-5.91165	-2.08316
96.768	-26.91128	-23.97194	-21.0863	-18.02769	-15.07195	-12.15596	-9.06094	-5.76365	-2.03933
96.816	-26.89464	-24.04066	-21.0566	-18.04998	-15.1199	-12.08085	-9.00399	-5.66324	-2.02867
96.864	-26.949	-24.04459	-21.07592	-18.00216	-15.16096	-12.10837	-9.00422	-5.4684	-1.89379
96.912	-26.95553	-24.07165	-21.05618	-17.97922	-15.08941	-12.12932	-8.93403	-5.28412	-2.03585
96.96	-26.90715	-24.05057	-21.06897	-18.02996	-15.01769	-12.1536	-9.01053	-5.23977	-2.0827
97.008	-26.90238	-24.05632	-21.04283	-18.0794	-14.97937	-12.21448	-9.04838	-5.15794	-2.12787
97.056	-26.84715	-24.0274	-20.94863	-18.07287	-15.0289	-12.16328	-9.06247	-5.04901	-2.11462
97.104	-26.86151	-24.05266	-20.75008	-18.06823	-15.03775	-12.16833	-9.1259	-4.76539	-1.92279
97.152	-26.85683	-24.05914	-20.7113	-18.06008	-15.03409	-12.22403	-9.00367	-4.73189	-1.96477
97.2	-26.868	-24.06721	-20.86856	-18.04219	-15.00708	-12.3009	-9.02651	-4.83716	-2.05026
97.248	-26.90558	-24.09033	-20.92871	-18.09173	-15.04799	-12.35956	-8.97855	-5.02088	-2.20053
97.296	-26.95863	-24.0749	-20.95822	-18.13486	-15.02033	-12.23839	-8.92369	-4.91959	-2.3039
97.344	-26.96076	-24.0964	-21.01601	-18.15826	-15.003	-12.2414	-9.00269	-5.0358	-2.61741
97.392	-26.89793	-24.08217	-20.99886	-18.16137	-15.05049	-12.20549	-8.88134	-4.97422	-2.88435
97.44	-26.93	-24.0426	-21.02342	-18.16897	-15.07037	-12.21119	-8.73228	-5.11068	-2.94111
97.488	-26.90692	-24.06614	-21.00901	-18.09515	-14.95643	-12.25697	-8.60448	-5.09271	-2.97842
97.536	-26.95655	-24.05743	-21.0174	-18.08403	-14.96421	-12.26504	-8.58104	-5.07204	-3.05895
97.584	-26.94001	-24.06744	-21.06049	-18.0826	-15.01143	-12.09253	-8.49879	-5.24195	-3.09319
97.632	-26.91999	-24.08101	-21.10353	-18.06138	-15.03682	-12.07853	-8.42651	-5.60495	-3.17298
97.68	-26.84979	-24.07272	-21.11127	-18.04794	-15.03353	-12.14354	-8.36775	-5.77051	-3.22914
97.728	-26.90465	-24.05141	-21.04506	-18.0124	-14.95564	-12.23793	-8.35038	-5.93606	-3.13744
97.776	-26.89483	-24.06253	-21.08481	-17.94007	-15.03432	-12.22593	-8.33092	-6.09013	-2.97207
97.824	-26.90947	-23.98306	-21.05798	-17.85365	-15.11504	-12.16027	-8.31248	-6.12006	-2.825
97.872	-26.92476	-23.81491	-21.08903	-17.73443	-15.16063	-12.15809	-8.28597	-5.94705	-2.74331
97.92	-26.96772	-23.76389	-21.05924	-17.76348	-15.18464	-12.14276	-8.5398	-6.0987	-2.54457
97.968	-26.94988	-23.87551	-21.07309	-17.95133	-15.18468	-12.21305	-8.47525	-6.15996	-2.57956
98.016	-26.94802	-23.99363	-21.07884	-18.07935	-15.16684	-12.22088	-8.39481	-6.06896	-2.59855
98.064	-26.97165	-24.03783	-21.08087	-18.12532	-15.14085	-12.21379	-8.44467	-5.94431	-2.59105
98.112	-26.9268	-24.08532	-21.06378	-18.16341	-15.0877	-12.20434	-8.67779	-5.84636	-2.42614
98.16	-26.94445	-24.04733	-21.0825	-18.19885	-15.02839	-12.24298	-8.94014	-5.801	-2.47067
98.208	-26.92068	-24.07212	-21.08208	-18.21822	-15.0428	-12.21041	-9.10167	-5.78139	-2.22995
98.256	-26.94622	-24.01309	-21.07583	-18.12875	-15.05082	-12.20118	-9.26417	-5.62636	-1.78578
98.304	-26.91221	-24.04079	-21.05469	-18.06907	-15.05156	-12.04832	-9.28331	-5.51733	-1.75742
98.352	-26.93885	-24.01063	-21.00525	-18.10183	-14.967	-12.06051	-9.27663	-5.53637	-1.63301
98.4	-26.98004	-23.99678	-20.99932	-18.14714	-14.99503	-12.07969	-9.26097	-5.58363	-1.73685
98.448	-26.95511	-24.0458	-20.91143	-18.13788	-15.02663	-12.04874	-9.34961	-5.60597	-1.90857
98.496	-26.95928	-24.07142	-20.87422	-18.09812	-15.06208	-12.10184	-9.32417	-5.33643	-2.06893
98.544	-26.94571	-24.07272	-20.92268	-18.11716	-14.93577	-12.19382	-9.24601	-5.21234	-2.10239
98.592	-26.85151	-24.03662	-20.8624	-18.11633	-15.00967	-12.16694	-9.32038	-5.28597	-2.19909
98.64	-26.86777	-23.97847	-20.70949	-18.16846	-15.09873	-12.18024	-9.39405	-5.1275	-2.19877
98.688	-26.82815	-23.95141	-20.69476	-18.2065	-15.14154	-12.17751	-9.41699	-5.24621	-2.17819
98.736	-26.80577	-23.93496	-20.76542	-18.21294	-15.01639	-12.1662	-9.43204	-5.52015	-2.28018
98.784	-26.77542	-23.81759	-20.9212	-18.18435	-15.00833	-12.15879	-9.46008	-5.49036	-2.36409
98.832	-26.78056	-23.90156	-20.98343	-18.18046	-15.07408	-12.15082	-9.49052	-5.48248	-2.52502
98.88	-26.86568	-24.00095	-20.96693	-18.16086	-15.09284	-12.12413	-9.5186	-5.48378	-2.68539
98.928	-26.86137	-23.9806	-20.92681	-18.13334	-15.09136	-12.14326	-9.53709	-5.48726	-2.85141
98.976	-26.88945	-23.95503	-20.87491	-18.13991	-15.08719	-12.19864	-9.53514	-5.52293	-2.87346
99.024	-26.85808	-23.94789	-20.83492	-18.14937	-15.12245	-12.18066	-9.49946	-5.67927	-2.91985
99.072	-26.91105	-24.01327	-20.84086	-18.10354	-15.08701	-12.19641	-9.43538	-5.94746	-2.95516
99.12	-26.93857	-24.02648	-20.89878	-18.08936	-15.16128	-12.25415	-9.39081	-6.16798	-3.03309
99.168	-26.97499	-24.03245	-20.97555	-18.06494	-15.22587	-12.20693	-9.43181	-6.26649	-3.02966
99.216	-27.00339	-24.03811	-21.01531	-18.0807	-15.25141	-12.20021	-9.40174	-6.23363	-2.91832
99.264	-27.02012	-24.00567	-21.08199	-18.05378	-15.23903	-12.18279	-9.33567	-6.30096	-2.9002
99.312	-27.00678	-24.00882	-21.07638	-18.03728	-15.26109	-12.17412	-9.41824	-6.37065	-3.02772
99.36	-26.99357	-24.04492	-21.04914	-17.92501	-15.19983	-12.08386	-9.47199	-6.38742	-3.00288
99.408	-27.00233	-24.03931	-21.09913	-17.83363	-15.19186	-12.08493	-9.48074	-6.3473	-2.85539
99.456	-27.01414	-23.98996	-21.11697	-17.75922	-15.18121	-12.04939	-9.42574	-6.34785	-2.68497
99.504	-27.00909	-24.00104	-21.10414	-17.82302	-15.02	-12.02543	-9.3827	-6.26477	-2.62649
99.552	-26.97202	-24.02166	-21.08704	-17.98552	-14.97367	-12.03637	-9.39317	-6.06131	-2.63405
99.6	-26.95697	-24.03102	-21.05113	-18.05058	-15.05198	-11.9854	-9.30814	-6.06465	-2.62469
99.648	-26.96067	-24.0926	-21.06433	-18.0395	-15.11731	-11.969	-9.42208	-6.14471	-2.72158
99.696	-26.92977	-24.08551	-21.07893	-17.87135	-15.12616	-11.9999	-9.42445	-6.08735	-2.78603
99.744	-26.9198	-24.06878	-21.06007	-17.75843	-15.14043	-12.02163	-9.406	-6.09273	-2.70216
99.792	-26.86212	-24.02513	-21.0439	-17.77368	-15.1687	-12.067	-9.36532	-6.08049	-2.34959
99.84	-26.93593	-24.07026	-21.05363	-17.75611	-15.1674	-12.07422	-9.39252	-6.06465	-2.25395
99.888	-26.95289	-24.09626	-21.01772	-17.77419	-15.1801	-12.03099	-9.32955	-6.00019	-2.38013
99.936	-26.99709	-24.11396	-21.03695	-17.90365	-15.25836	-11.95602	-9.23081	-6.1044	-2.39329
99.984	-26.99079	-24.03222	-21.10099	-18.00341	-15.25229	-11.97965	-9.23322	-6.10862	-2.30539
100.032	-27.03263	-24.00947	-21.12559	-17.92431	-15.11976	-12.04165	-9.32825	-6.05737	-2.37957
100.08	-26.99288	-24.01879	-21.05609	-17.98636	-15.1617	-12.03632	-9.39915	-5.94213	-2.50018
100.128	-26.96035	-24.03468	-21.03662	-18.06619	-15.21962	-12.01056	-9.35049	-5.7105	-2.46529
100.176	-26.92782	-24.06799	-20.99613	-18.12217	-15.25011	-12.01946	-9.33163	-5.51339	-2.56964
100.224	-26.92115	-24.10075	-20.95118	-18.14228	-15.22527	-12.05703	-9.33418	-5.59582	-2.51533
100.272	-26.96989	-24.1166	-20.94798	-18.12666	-15.21429	-12.16087	-9.34229	-5.49402	-2.44921
100.32	-26.97096	-24.09705	-20.9763	-18.17485	-15.21554	-12.13719	-9.29253	-5.55352	-2.41678
100.368	-26.96318	-24.06887	-20.98876	-18.19811	-15.13765	-12.2118	-9.1594	-5.67403	-2.46728
100.416	-26.96457	-24.0938	-20.93056	-18.15298	-15.19043	-12.05694	-9.19263	-5.72241	-2.66032
100.464	-26.93347	-24.08834	-20.98593	-18.13028	-15.21007	-11.90065	-9.24851	-5.73358	-2.91447
100.512	-26.9135	-24.0509	-21.06132	-18.13774	-15.20702	-12.02752	-9.31291	-5.80141	-2.99667
100.56	-26.9098	-24.04858	-21.09556	-18.15993	-15.23681	-12.08525	-9.28734	-5.63951	-3.10626
100.608	-26.89807	-24.08046	-21.05164	-18.17476	-15.20729	-12.14072	-9.30406	-5.84645	-3.16784
100.656	-26.94844	-24.05576	-21.01827	-18.13514	-15.10559	-12.13173	-9.41573	-5.84237	-3.24948
100.704	-26.94821	-24.04802	-21.04107	-18.16211	-15.02997	-12.02914	-9.41101	-5.84399	-3.32028
100.752	-26.94348	-24.06151	-21.01841	-18.14663	-15.04794	-12.08178	-9.4408	-5.99375	-3.26797
100.8	-26.90145	-24.07314	-21.04098	-18.0971	-14.97446	-12.15916	-9.29989	-6.12743	-3.17923
100.848	-26.87287	-24.08092	-21.09074	-18.12059	-15.05916	-12.19183	-9.27608	-6.1948	-3.21232
100.896	-26.94584	-24.11132	-21.05734	-18.14436	-15.0934	-12.17658	-9.32306	-6.19967	-3.18721
100.944	-26.96809	-24.14667	-21.07184	-18.11258	-15.11898	-12.17199	-9.30754	-6.17914	-3.12322
100.992	-26.93783	-24.1172	-21.03459	-18.11855	-15.06629	-12.19808	-9.29206	-6.22752	-2.95724
101.04	-26.85818	-24.07754	-21.06318	-18.1148	-14.95703	-12.14359	-9.27612	-6.24976	-2.79738
101.088	-26.86874	-24.07652	-21.07847	-18.1635	-14.86154	-12.12797	-9.21135	-6.25245	-2.92402
101.136	-26.8497	-24.08801	-21.05854	-18.15113	-14.83536	-12.18131	-9.24003	-6.32997	-2.9299
101.184	-26.8945	-24.0837	-21.02416	-18.15836	-14.78383	-12.18742	-9.24943	-6.3889	-2.94107
101.232	-26.91939	-24.07606	-21.05094	-18.16355	-14.67485	-12.18631	-9.23651	-6.42	-3.01358
101.28	-26.94103	-24.10367	-21.08662	-18.17629	-14.60103	-12.13692	-9.33159	-6.45058	-3.0741
101.328	-26.93426	-24.01596	-21.03727	-18.19445	-14.52259	-12.17097	-9.30963	-6.42472	-2.96345
101.376	-26.98736	-24.04983	-21.04886	-18.13936	-14.65951	-12.18529	-9.30944	-6.41031	-2.91424
101.424	-27.00275	-24.04052	-21.04181	-18.09937	-14.70798	-12.19757	-9.41138	-6.45461	-2.78431
101.472	-26.99227	-24.01809	-21.05965	-18.10331	-14.78235	-12.16189	-9.21964	-6.42153	-2.54096
101.52	-26.97105	-24.0496	-21.09121	-18.09905	-14.93071	-12.22282	-9.2125	-6.42695	-2.50449
101.568	-26.96999	-24.02796	-21.09542	-18.13296	-15.03502	-12.23232	-9.29151	-6.4434	-2.59962
101.616	-26.8655	-24.04506	-21.08491	-18.14626	-15.13422	-12.23816	-9.15959	-6.36189	-2.52085
101.664	-26.86559	-24.05868	-21.05131	-18.2002	-15.14414	-12.251	-9.02698	-6.31824	-2.47201
101.712	-26.86332	-24.06114	-21.02958	-18.17694	-15.1826	-12.30238	-9.07785	-6.2315	-2.4449
101.76	-26.91262	-24.08894	-20.96619	-18.15576	-15.1965	-12.1801	-9.04579	-6.35253	-2.60096
101.808	-26.94223	-24.11563	-20.9509	-18.11726	-15.20122	-12.1561	-9.05696	-6.40253	-2.61278
101.856	-26.97661	-24.02342	-21.00975	-18.10215	-15.19951	-12.18835	-9.0811	-6.37246	-2.50787
101.904	-26.90794	-23.97504	-21.02504	-18.14376	-15.22319	-12.21212	-9.09954	-6.28354	-2.35923
101.952	-26.8256	-23.91819	-21.02073	-18.11017	-15.20298	-12.1643	-8.96271	-6.17757	-2.32916
102	-26.91128	-23.98176	-20.99696	-18.12578	-15.21577	-12.22194	-9.09273	-6.15936	-2.4431
102.048	-26.97216	-24.04242	-21.01392	-18.15836	-15.25155	-12.2238	-9.24184	-6.07753	-2.4449
102.096	-26.98125	-24.05887	-20.76751	-18.13422	-15.19353	-12.18358	-9.27816	-6.0311	-2.58864
102.144	-26.98143	-24.04863	-20.62155	-18.11499	-15.15248	-12.06894	-9.13424	-6.17113	-2.66639
102.192	-26.98833	-24.01846	-20.734	-18.15599	-15.17741	-12.04309	-9.11135	-6.24123	-2.73659
102.24	-26.97749	-24.01888	-20.81727	-18.12819	-15.22416	-12.04123	-9.24726	-6.35133	-2.65782
102.288	-26.98528	-24.01749	-20.97004	-18.12226	-15.17588	-11.96107	-9.27571	-6.39011	-2.50732
102.336	-26.99487	-24.03727	-21.00424	-18.13523	-15.24668	-11.9247	-9.33367	-6.35096	-2.51459
102.384	-26.98301	-24.0414	-21.0002	-18.04933	-15.20994	-11.9677	-9.34544	-6.32306	-2.70193
102.432	-27.00654	-24.01494	-20.98737	-17.98983	-15.22953	-12.07677	-9.34901	-6.28863	-2.77945
102.48	-27.0166	-24.01341	-21.02564	-18.02565	-15.28708	-12.16337	-9.40058	-6.35123	-2.64725
102.528	-27.02313	-24.03931	-21.02444	-18.07389	-15.24422	-12.22676	-9.38131	-6.31894	-2.57492
102.576	-27.00085	-23.9895	-21.05924	-17.99919	-15.1964	-12.09355	-9.30851	-6.40225	-2.78885
102.624	-26.98435	-24.00016	-21.1008	-17.88456	-15.23639	-12.06032	-9.33321	-6.28585	-2.82388
102.672	-26.99051	-24.0604	-21.10247	-17.97097	-15.22124	-12.0056	-9.28831	-6.33682	-2.80466
102.72	-26.98861	-24.07735	-21.05798	-18.06656	-15.22671	-11.95343	-9.30912	-6.33344	-2.80558
102.768	-26.94232	-24.07133	-21.04895	-18.13982	-15.23157	-11.9032	-9.26176	-6.23493	-2.856
102.816	-26.98495	-24.09084	-20.98649	-18.14941	-15.04961	-11.9184	-9.29304	-6.23308	-2.85892
102.864	-26.99121	-24.0926	-21.02587	-18.08617	-14.89017	-11.85746	-9.31125	-6.24823	-2.67543
102.912	-26.98732	-24.06609	-21.03667	-18.01828	-14.95722	-11.80872	-9.39613	-6.1442	-2.75767
102.96	-27.00136	-24.05465	-20.9883	-18.0003	-15.01537	-11.73023	-9.39145	-6.11196	-2.68719
103.008	-26.98087	-24.04923	-21.02578	-18.01263	-15.12926	-11.64817	-9.29466	-6.13299	-2.68414
103.056	-26.95437	-24.00285	-21.06503	-18.08566	-15.20155	-11.50531	-9.32834	-6.11895	-2.7971
103.104	-26.96118	-24.00878	-21.02055	-18.06406	-15.25891	-11.49248	-9.41027	-6.20199	-2.80869
103.152	-26.97657	-24.0148	-21.04353	-18.07935	-15.15044	-11.48321	-9.37718	-6.16413	-2.53665
103.2	-26.92736	-24.04251	-21.06401	-18.05915	-15.07778	-11.60424	-9.18859	-6.13438	-2.44472
103.248	-26.9724	-24.07379	-21.07712	-18.01332	-15.11699	-11.80566	-9.1405	-6.19346	-2.51334
103.296	-26.93709	-24.05812	-21.01665	-18.06643	-15.19682	-11.91534	-9.1417	-6.22872	-2.44152
103.344	-26.93065	-24.02856	-21.0179	-18.07231	-15.19298	-11.99281	-9.14851	-6.24156	-2.50268
103.392	-26.96623	-24.02235	-21.05326	-18.09775	-15.20085	-12.05263	-9.2979	-6.25258	-2.40167
103.44	-26.94464	-24.06874	-21.08602	-18.08274	-15.21957	-12.09929	-9.33395	-6.22256	-2.3552
103.488	-26.94608	-24.07179	-21.08611	-18.09024	-15.2458	-11.97261	-9.33024	-6.10607	-2.43582
103.536	-27.00641	-24.08189	-21.06257	-18.11035	-15.22208	-12.03614	-9.39683	-6.04885	-2.54184
103.584	-27.01076	-24.11169	-21.04422	-18.14293	-15.20535	-12.11755	-9.45322	-6.03082	-2.53957
103.632	-26.96962	-24.11604	-20.97199	-18.14483	-15.19905	-12.20304	-9.45554	-6.17567	-2.53544
103.68	-26.96707	-24.07184	-20.97699	-18.154	-15.21457	-12.27426	-9.39206	-6.24211	-2.47738
103.728	-26.97842	-24.09413	-20.95461	-18.16498	-15.17787	-12.31401	-9.36236	-6.16218	-2.46571
103.776	-26.95817	-24.092	-20.95049	-18.19288	-15.12736	-12.29891	-9.31709	-6.08717	-2.49745
103.824	-26.92777	-24.0666	-21.00326	-18.13185	-15.20215	-12.33825	-9.21621	-6.0488	-2.5993
103.872	-26.97156	-24.03945	-21.02727	-18.14728	-15.2097	-12.36123	-9.22831	-6.06984	-2.82212
103.92	-26.98704	-24.04793	-20.99344	-18.13667	-15.23709	-12.26953	-9.24364	-6.10788	-2.85715
103.968	-26.9844	-24.05451	-21.01638	-18.08774	-15.2294	-12.31513	-9.29971	-6.20514	-2.97045
104.016	-26.9578	-24.0629	-21.08041	-18.14316	-15.20335	-12.26916	-9.27812	-6.1569	-3.02081
104.064	-26.98139	-24.06897	-21.07286	-18.0908	-15.15368	-12.21833	-9.222	-6.26463	-3.03898
104.112	-26.9648	-24.09821	-21.1033	-18.07653	-15.14831	-12.27852	-9.33701	-6.26556	-3.10579
104.16	-26.99714	-24.049	-21.07522	-18.10081	-15.12347	-12.30896	-9.3871	-6.14875	-3.16853
104.208	-26.9584	-24.0306	-21.10233	-18.05938	-15.118	-12.2939	-9.40438	-6.18707	-3.21033
104.256	-26.98264	-24.06915	-21.12374	-18.06258	-15.15336	-12.27064	-9.44252	-6.22228	-3.17613
104.304	-26.99427	-24.1179	-21.1071	-18.08936	-15.12143	-12.28283	-9.45526	-6.19629	-3.21816
104.352	-26.94168	-24.12346	-21.11123	-18.11276	-15.01565	-12.25174	-9.42102	-6.16487	-3.1487
104.4	-26.86355	-24.12494	-21.12128	-18.14566	-15.05823	-12.21328	-9.40549	-6.29535	-3.22858
104.448	-26.89284	-24.09686	-21.12985	-18.16072	-15.1674	-12.261	-9.36958	-6.37019	-3.20449
104.496	-26.94835	-24.03778	-21.11331	-18.16623	-15.13909	-12.28756	-9.32051	-6.40123	-3.20143
104.544	-26.93746	-24.06906	-21.09464	-18.19709	-15.07908	-12.29784	-9.29605	-6.35086	-3.20231
104.592	-26.95039	-24.11021	-21.07745	-18.15062	-15.03668	-12.28603	-9.23034	-6.3042	-3.22566
104.64	-26.92754	-24.12508	-21.04816	-18.15048	-15.02714	-12.30132	-9.17117	-6.32371	-3.22363
104.688	-26.94649	-24.10752	-21.03329	-18.1471	-15.07672	-12.30368	-9.12275	-6.23261	-3.17233
104.736	-26.96174	-24.09153	-21.00938	-18.16508	-15.08663	-12.29288	-8.99843	-6.23363	-3.19758
104.784	-26.97314	-24.04617	-21.03672	-18.19723	-15.07746	-12.27361	-8.90191	-6.32186	-3.1898
104.832	-27.02693	-24.08574	-21.06577	-18.19353	-15.14321	-12.28487	-8.88041	-6.27812	-3.18568
104.88	-27.02661	-24.08857	-21.12415	-18.15581	-15.19159	-12.23422	-8.79715	-6.23104	-3.13466
104.928	-27.0179	-24.10835	-21.14482	-18.18282	-15.21804	-12.20647	-8.84816	-6.22427	-3.14926
104.976	-27.00437	-24.10265	-21.06679	-18.16915	-15.18153	-12.17019	-8.93101	-6.30963	-3.02994
105.024	-26.96424	-24.09028	-21.06313	-18.15243	-15.21948	-12.22454	-8.8875	-6.34665	-3.03379
105.072	-26.99246	-24.06674	-21.08625	-18.14858	-15.23125	-12.26077	-8.92369	-6.28548	-3.04236
105.12	-26.98449	-24.07221	-21.08704	-18.10387	-15.22305	-12.23153	-8.94306	-6.2531	-3.11066
105.168	-26.96999	-24.09834	-21.04682	-18.13686	-15.23602	-12.30637	-8.89283	-6.24749	-3.21237
105.216	-26.93301	-24.10872	-21.04964	-18.12685	-15.21642	-12.27083	-9.05765	-6.2815	-3.30684
105.264	-26.9306	-24.09584	-21.06475	-18.16697	-15.16568	-12.20313	-9.1114	-6.2985	-3.23391
105.312	-26.93662	-24.02601	-21.04534	-18.16637	-15.17662	-12.24076	-9.13888	-6.34841	-3.10681
105.36	-26.94608	-24.02305	-20.98732	-18.19436	-15.0902	-12.27222	-9.17451	-6.33627	-3.08819
105.408	-26.85836	-24.04863	-21.03876	-18.15127	-15.12514	-12.30122	-9.28479	-6.32751	-3.09379
105.456	-26.88709	-24.07884	-21.06322	-18.13227	-15.13316	-12.2528	-9.33553	-6.34924	-3.05695
105.504	-26.97082	-24.07485	-21.05488	-18.16827	-15.19622	-12.20494	-9.37218	-6.27469	-3.12331
105.552	-26.99362	-24.08444	-21.09385	-18.08556	-15.19423	-12.24326	-9.39947	-6.28094	-3.09477
105.6	-26.96943	-24.08203	-21.04552	-18.13723	-15.21698	-12.27945	-9.42843	-6.16557	-3.10255
105.648	-26.96887	-24.0546	-21.07115	-18.16211	-15.22486	-12.2573	-9.43112	-5.99204	-3.0361
105.696	-26.96526	-24.04909	-21.02272	-18.16665	-15.20956	-12.22625	-9.43904	-6.01896	-3.03207
105.744	-26.96679	-24.01517	-20.99298	-18.20826	-15.1629	-12.24979	-9.44103	-6.13174	-3.1461
105.792	-26.96104	-23.99756	-21.01457	-18.17388	-15.21068	-12.24029	-9.41022	-6.06831	-3.16084
105.84	-26.92138	-24.05558	-21.09306	-18.18695	-15.26396	-12.20943	-9.50651	-6.03379	-3.14207
105.888	-26.91461	-24.05882	-21.06415	-18.16591	-15.24955	-12.2453	-9.50396	-5.94529	-3.12743
105.936	-26.97082	-23.99969	-20.9699	-18.11355	-15.20266	-12.25897	-9.53264	-5.97934	-3.1601
105.984	-26.99501	-23.96049	-20.93598	-18.14881	-15.24191	-12.19539	-9.48718	-6.05163	-3.17618
106.032	-27.01085	-23.99548	-20.91485	-18.14186	-15.24483	-12.21421	-9.48399	-6.17715	-3.16881
106.08	-27.03166	-24.00577	-20.97157	-18.09488	-15.2148	-12.20234	-9.47148	-6.19045	-3.09866
106.128	-26.99445	-24.02119	-21.04659	-18.09784	-15.20762	-12.23696	-9.47189	-6.29271	-3.1708
106.176	-26.96387	-24.04344	-21.08894	-18.11466	-15.26586	-12.22926	-9.48681	-6.25907	-3.16663
106.224	-26.96915	-24.06786	-21.09269	-18.12356	-15.21021	-12.2775	-9.5085	-6.2353	-3.19022
106.272	-26.94478	-24.08829	-21.03449	-18.15502	-15.27059	-12.24831	-9.54673	-6.26644	-3.1114
106.32	-26.97564	-24.09858	-20.944	-18.09288	-15.26447	-12.26786	-9.5496	-6.26653	-3.11942
106.368	-26.97115	-24.114	-20.99001	-18.10887	-15.25205	-12.23209	-9.50493	-6.25458	-3.05315
106.416	-26.96707	-24.12332	-20.97796	-18.0465	-15.1762	-12.24752	-9.48718	-6.29707	-2.85998
106.464	-26.99232	-24.08176	-21.01244	-18.09942	-15.19015	-12.2478	-9.46411	-6.1082	-2.91545
106.512	-27.0185	-24.10071	-21.04052	-18.15062	-15.21712	-12.25595	-9.49849	-5.99463	-2.88268
106.56	-27.0381	-24.04214	-21.02879	-18.13167	-15.24283	-12.24595	-9.53991	-5.99625	-2.91943
106.608	-27.02763	-24.02101	-21.07916	-18.16294	-15.25029	-12.19646	-9.50414	-5.97489	-2.87332
